Date_Reference,Hour_of_Day,Market_Charges_per_kWh,Ontario_Hourly_Demand_MWh,Non_RPP_Consumption_MWh,Consumption_TOU_kWh,Rate_per_kWh,Season,Day_Type
2022-12-18,17,0.11017,18044,344,1.331,0.074,Winter,1
2022-12-18,18,0.11017,18656,339,1.45,0.074,Winter,1
2022-12-18,19,0.11017,18619,343,1.469,0.074,Winter,1
2022-12-18,20,0.11017,18065,346,1.459,0.074,Winter,1
2022-12-18,21,0.11017,17673,346,1.429,0.074,Winter,1
2022-12-18,22,0.11017,17156,348,1.37,0.074,Winter,1
2022-12-18,23,0.11017,16288,353,1.239,0.074,Winter,1
2022-12-18,24,0.11017,15463,347,1.071,0.074,Winter,1
2022-12-19,1,0.11017,14883,346,0.916,0.074,Winter,0
2022-12-19,2,0.11017,14790,347,0.813,0.074,Winter,0
2022-12-19,3,0.11017,14602,346,0.748,0.074,Winter,0
2022-12-19,4,0.11017,14476,341,0.726,0.074,Winter,0
2022-12-19,5,0.11017,14683,340,0.724,0.074,Winter,0
2022-12-19,6,0.11017,15214,340,0.756,0.074,Winter,0
2022-12-19,7,0.11017,16394,339,0.826,0.151,Winter,0
2022-12-19,8,0.11017,17946,341,0.929,0.151,Winter,0
2022-12-19,9,0.11017,18243,341,0.914,0.151,Winter,0
2022-12-19,10,0.11017,18250,340,0.871,0.151,Winter,0
2022-12-19,11,0.11017,18261,341,0.862,0.102,Winter,0
2022-12-19,12,0.11017,18283,342,0.901,0.102,Winter,0
2022-12-19,13,0.11017,18222,340,0.938,0.102,Winter,0
2022-12-19,14,0.11017,18118,342,0.936,0.102,Winter,0
2022-12-19,15,0.11017,18337,345,0.953,0.102,Winter,0
2022-12-19,16,0.11017,18720,340,1.006,0.102,Winter,0
2022-12-19,17,0.11017,19634,344,1.14,0.151,Winter,0
2022-12-19,18,0.11017,20326,348,1.324,0.151,Winter,0
2022-12-19,19,0.11017,20012,350,1.349,0.074,Winter,0
2022-12-19,20,0.11017,19703,351,1.355,0.074,Winter,0
2022-12-19,21,0.11017,19144,349,1.359,0.074,Winter,0
2022-12-19,22,0.11017,18331,351,1.324,0.074,Winter,0
2022-12-19,23,0.11017,17035,352,1.208,0.074,Winter,0
2022-12-19,24,0.11017,16111,353,1.042,0.074,Winter,0
2022-12-20,1,0.11017,15522,353,0.9,0.074,Winter,0
2022-12-20,2,0.11017,15165,352,0.805,0.074,Winter,0
2022-12-20,3,0.11017,14945,352,0.748,0.074,Winter,0
2022-12-20,4,0.11017,14870,350,0.724,0.074,Winter,0
2022-12-20,5,0.11017,15092,349,0.727,0.074,Winter,0
2022-12-20,6,0.11017,15742,345,0.754,0.074,Winter,0
2022-12-20,7,0.11017,16958,345,0.817,0.151,Winter,0
2022-12-20,8,0.11017,18149,337,0.92,0.151,Winter,0
2022-12-20,9,0.11017,18525,334,0.902,0.151,Winter,0
2022-12-20,10,0.11017,18345,332,0.867,0.151,Winter,0
2022-12-20,11,0.11017,18311,331,0.872,0.102,Winter,0
2022-12-20,12,0.11017,18107,333,0.896,0.102,Winter,0
2022-12-20,13,0.11017,18005,328,0.908,0.102,Winter,0
2022-12-20,14,0.11017,17907,323,0.902,0.102,Winter,0
2022-12-20,15,0.11017,17913,312,0.901,0.102,Winter,0
2022-12-20,16,0.11017,18258,314,0.953,0.102,Winter,0
2022-12-20,17,0.11017,19142,317,1.072,0.151,Winter,0
2022-12-20,18,0.11017,19840,318,1.276,0.151,Winter,0
2022-12-20,19,0.11017,19294,323,1.317,0.074,Winter,0
2022-12-20,20,0.11017,19168,330,1.328,0.074,Winter,0
2022-12-20,21,0.11017,18669,334,1.349,0.074,Winter,0
2022-12-20,22,0.11017,18007,330,1.317,0.074,Winter,0
2022-12-20,23,0.11017,16961,329,1.206,0.074,Winter,0
2022-12-20,24,0.11017,15952,331,1.049,0.074,Winter,0
2022-12-21,1,0.11017,15362,331,0.905,0.074,Winter,0
2022-12-21,2,0.11017,15226,331,0.81,0.074,Winter,0
2022-12-21,3,0.11017,14675,328,0.758,0.074,Winter,0
2022-12-21,4,0.11017,14682,327,0.731,0.074,Winter,0
2022-12-21,5,0.11017,14913,339,0.735,0.074,Winter,0
2022-12-21,6,0.11017,15469,341,0.771,0.074,Winter,0
2022-12-21,7,0.11017,16742,337,0.838,0.151,Winter,0
2022-12-21,8,0.11017,18073,338,0.941,0.151,Winter,0
2022-12-21,9,0.11017,18555,338,0.915,0.151,Winter,0
2022-12-21,10,0.11017,18109,336,0.867,0.151,Winter,0
2022-12-21,11,0.11017,17767,332,0.851,0.102,Winter,0
2022-12-21,12,0.11017,17344,327,0.859,0.102,Winter,0
2022-12-21,13,0.11017,17141,327,0.865,0.102,Winter,0
2022-12-21,14,0.11017,17177,326,0.846,0.102,Winter,0
2022-12-21,15,0.11017,17515,330,0.851,0.102,Winter,0
2022-12-21,16,0.11017,18099,329,0.916,0.102,Winter,0
2022-12-21,17,0.11017,19051,332,1.075,0.151,Winter,0
2022-12-21,18,0.11017,19777,335,1.277,0.151,Winter,0
2022-12-21,19,0.11017,19399,338,1.307,0.074,Winter,0
2022-12-21,20,0.11017,19157,340,1.327,0.074,Winter,0
2022-12-21,21,0.11017,18957,343,1.352,0.074,Winter,0
2022-12-21,22,0.11017,18395,344,1.327,0.074,Winter,0
2022-12-21,23,0.11017,17454,349,1.233,0.074,Winter,0
2022-12-21,24,0.11017,16270,345,1.079,0.074,Winter,0
2022-12-22,1,0.11017,15311,345,0.941,0.074,Winter,0
2022-12-22,2,0.11017,14814,342,0.84,0.074,Winter,0
2022-12-22,3,0.11017,14799,342,0.782,0.074,Winter,0
2022-12-22,4,0.11017,14661,344,0.752,0.074,Winter,0
2022-12-22,5,0.11017,14830,344,0.747,0.074,Winter,0
2022-12-22,6,0.11017,15387,342,0.775,0.074,Winter,0
2022-12-22,7,0.11017,16322,342,0.838,0.151,Winter,0
2022-12-22,8,0.11017,17603,345,0.926,0.151,Winter,0
2022-12-22,9,0.11017,18056,341,0.917,0.151,Winter,0
2022-12-22,10,0.11017,18234,339,0.884,0.151,Winter,0
2022-12-22,11,0.11017,18042,339,0.855,0.102,Winter,0
2022-12-22,12,0.11017,17925,338,0.89,0.102,Winter,0
2022-12-22,13,0.11017,17640,344,0.901,0.102,Winter,0
2022-12-22,14,0.11017,17831,341,0.917,0.102,Winter,0
2022-12-22,15,0.11017,17865,338,0.936,0.102,Winter,0
2022-12-22,16,0.11017,18026,342,0.99,0.102,Winter,0
2022-12-22,17,0.11017,18625,344,1.11,0.151,Winter,0
2022-12-22,18,0.11017,18960,344,1.274,0.151,Winter,0
2022-12-22,19,0.11017,18393,348,1.292,0.074,Winter,0
2022-12-22,20,0.11017,18354,348,1.309,0.074,Winter,0
2022-12-22,21,0.11017,18245,342,1.333,0.074,Winter,0
2022-12-22,22,0.11017,18012,343,1.308,0.074,Winter,0
2022-12-22,23,0.11017,16977,350,1.22,0.074,Winter,0
2022-12-22,24,0.11017,16024,348,1.075,0.074,Winter,0
2022-12-23,1,0.11017,15261,347,0.933,0.074,Winter,0
2022-12-23,2,0.11017,14719,346,0.824,0.074,Winter,0
2022-12-23,3,0.11017,14377,348,0.747,0.074,Winter,0
2022-12-23,4,0.11017,14104,347,0.712,0.074,Winter,0
2022-12-23,5,0.11017,14192,348,0.7,0.074,Winter,0
2022-12-23,6,0.11017,14477,343,0.717,0.074,Winter,0
2022-12-23,7,0.11017,15134,345,0.747,0.151,Winter,0
2022-12-23,8,0.11017,16114,342,0.805,0.151,Winter,0
2022-12-23,9,0.11017,16601,341,0.899,0.151,Winter,0
2022-12-23,10,0.11017,17314,338,0.984,0.151,Winter,0
2022-12-23,11,0.11017,17973,321,1.081,0.102,Winter,0
2022-12-23,12,0.11017,18276,332,1.182,0.102,Winter,0
2022-12-23,13,0.11017,18409,329,1.262,0.102,Winter,0
2022-12-23,14,0.11017,18394,325,1.275,0.102,Winter,0
2022-12-23,15,0.11017,17937,321,1.302,0.102,Winter,0
2022-12-23,16,0.11017,18348,323,1.349,0.102,Winter,0
2022-12-23,17,0.11017,19200,322,1.438,0.151,Winter,0
2022-12-23,18,0.11017,19779,328,1.612,0.151,Winter,0
2022-12-23,19,0.11017,19382,325,1.603,0.074,Winter,0
2022-12-23,20,0.11017,19000,327,1.594,0.074,Winter,0
2022-12-23,21,0.11017,18700,324,1.546,0.074,Winter,0
2022-12-23,22,0.11017,18017,323,1.523,0.074,Winter,0
2022-12-23,23,0.11017,17069,324,1.411,0.074,Winter,0
2022-12-23,24,0.11017,16223,322,1.263,0.074,Winter,0
2022-12-24,1,0.11017,15704,324,1.109,0.074,Winter,1
2022-12-24,2,0.11017,15081,321,0.994,0.074,Winter,1
2022-12-24,3,0.11017,14791,316,0.923,0.074,Winter,1
2022-12-24,4,0.11017,14924,313,0.885,0.074,Winter,1
2022-12-24,5,0.11017,15005,314,0.866,0.074,Winter,1
2022-12-24,6,0.11017,15268,312,0.872,0.074,Winter,1
2022-12-24,7,0.11017,15497,310,0.898,0.074,Winter,1
2022-12-24,8,0.11017,16310,308,0.967,0.074,Winter,1
2022-12-24,9,0.11017,17690,304,1.094,0.074,Winter,1
2022-12-24,10,0.11017,17681,301,1.229,0.074,Winter,1
2022-12-24,11,0.11017,18271,299,1.325,0.074,Winter,1
2022-12-24,12,0.11017,18253,303,1.387,0.074,Winter,1
2022-12-24,13,0.11017,18170,302,1.423,0.074,Winter,1
2022-12-24,14,0.11017,18279,304,1.455,0.074,Winter,1
2022-12-24,15,0.11017,18293,301,1.471,0.074,Winter,1
2022-12-24,16,0.11017,18556,303,1.495,0.074,Winter,1
2022-12-24,17,0.11017,19173,302,1.58,0.074,Winter,1
2022-12-24,18,0.11017,19567,302,1.671,0.074,Winter,1
2022-12-24,19,0.11017,18899,301,1.608,0.074,Winter,1
2022-12-24,20,0.11017,18296,302,1.515,0.074,Winter,1
2022-12-24,21,0.11017,17756,302,1.455,0.074,Winter,1
2022-12-24,22,0.11017,17254,302,1.405,0.074,Winter,1
2022-12-24,23,0.11017,16692,303,1.333,0.074,Winter,1
2022-12-24,24,0.11017,16003,301,1.235,0.074,Winter,1
2022-12-25,1,0.11017,15301,301,1.137,0.074,Winter,1
2022-12-25,2,0.11017,14785,306,1.038,0.074,Winter,1
2022-12-25,3,0.11017,14589,310,0.945,0.074,Winter,1
2022-12-25,4,0.11017,14506,305,0.893,0.074,Winter,1
2022-12-25,5,0.11017,14636,300,0.86,0.074,Winter,1
2022-12-25,6,0.11017,14886,294,0.851,0.074,Winter,1
2022-12-25,7,0.11017,15091,290,0.869,0.074,Winter,1
2022-12-25,8,0.11017,15745,290,0.91,0.074,Winter,1
2022-12-25,9,0.11017,16311,295,1.029,0.074,Winter,1
2022-12-25,10,0.11017,16525,301,1.138,0.074,Winter,1
2022-12-25,11,0.11017,16555,303,1.214,0.074,Winter,1
2022-12-25,12,0.11017,16598,303,1.301,0.074,Winter,1
2022-12-25,13,0.11017,16672,296,1.356,0.074,Winter,1
2022-12-25,14,0.11017,16813,292,1.336,0.074,Winter,1
2022-12-25,15,0.11017,16761,291,1.305,0.074,Winter,1
2022-12-25,16,0.11017,17145,292,1.321,0.074,Winter,1
2022-12-25,17,0.11017,17737,300,1.353,0.074,Winter,1
2022-12-25,18,0.11017,18046,305,1.422,0.074,Winter,1
2022-12-25,19,0.11017,17410,305,1.405,0.074,Winter,1
2022-12-25,20,0.11017,17082,305,1.373,0.074,Winter,1
2022-12-25,21,0.11017,16770,306,1.35,0.074,Winter,1
2022-12-25,22,0.11017,16466,306,1.327,0.074,Winter,1
2022-12-25,23,0.11017,15950,307,1.268,0.074,Winter,1
2022-12-25,24,0.11017,15576,305,1.155,0.074,Winter,1
2022-12-26,1,0.11017,15243,305,1.043,0.074,Winter,0
2022-12-26,2,0.11017,14934,306,0.941,0.074,Winter,0
2022-12-26,3,0.11017,14701,306,0.873,0.074,Winter,0
2022-12-26,4,0.11017,14615,307,0.833,0.074,Winter,0
2022-12-26,5,0.11017,14618,303,0.816,0.074,Winter,0
2022-12-26,6,0.11017,14962,304,0.823,0.074,Winter,0
2022-12-26,7,0.11017,15334,307,0.83,0.151,Winter,0
2022-12-26,8,0.11017,15913,307,0.863,0.151,Winter,0
2022-12-26,9,0.11017,16418,304,0.934,0.151,Winter,0
2022-12-26,10,0.11017,16986,302,1.029,0.151,Winter,0
2022-12-26,11,0.11017,17290,302,1.122,0.102,Winter,0
2022-12-26,12,0.11017,17325,304,1.19,0.102,Winter,0
2022-12-26,13,0.11017,17263,303,1.218,0.102,Winter,0
2022-12-26,14,0.11017,17121,300,1.225,0.102,Winter,0
2022-12-26,15,0.11017,17097,292,1.229,0.102,Winter,0
2022-12-26,16,0.11017,17421,287,1.231,0.102,Winter,0
2022-12-26,17,0.11017,18152,287,1.289,0.151,Winter,0
2022-12-26,18,0.11017,18578,285,1.416,0.151,Winter,0
2022-12-26,19,0.11017,18154,285,1.416,0.074,Winter,0
2022-12-26,20,0.11017,17790,286,1.399,0.074,Winter,0
2022-12-26,21,0.11017,17595,283,1.377,0.074,Winter,0
2022-12-26,22,0.11017,16954,282,1.335,0.074,Winter,0
2022-12-26,23,0.11017,16334,283,1.259,0.074,Winter,0
2022-12-26,24,0.11017,15473,282,1.138,0.074,Winter,0
2022-12-27,1,0.11017,15180,281,1.012,0.074,Winter,0
2022-12-27,2,0.11017,14740,281,0.91,0.074,Winter,0
2022-12-27,3,0.11017,14649,282,0.841,0.074,Winter,0
2022-12-27,4,0.11017,14651,284,0.8,0.074,Winter,0
2022-12-27,5,0.11017,14607,286,0.783,0.074,Winter,0
2022-12-27,6,0.11017,15162,288,0.786,0.074,Winter,0
2022-12-27,7,0.11017,15633,288,0.802,0.151,Winter,0
2022-12-27,8,0.11017,16032,288,0.831,0.151,Winter,0
2022-12-27,9,0.11017,16419,288,0.906,0.151,Winter,0
2022-12-27,10,0.11017,17086,293,0.981,0.151,Winter,0
2022-12-27,11,0.11017,17399,298,1.041,0.102,Winter,0
2022-12-27,12,0.11017,17452,301,1.086,0.102,Winter,0
2022-12-27,13,0.11017,16994,303,1.111,0.102,Winter,0
2022-12-27,14,0.11017,16680,304,1.106,0.102,Winter,0
2022-12-27,15,0.11017,16716,302,1.073,0.102,Winter,0
2022-12-27,16,0.11017,17036,301,1.113,0.102,Winter,0
2022-12-27,17,0.11017,17706,301,1.23,0.151,Winter,0
2022-12-27,18,0.11017,18229,300,1.362,0.151,Winter,0
2022-12-27,19,0.11017,18089,300,1.377,0.074,Winter,0
2022-12-27,20,0.11017,17900,301,1.338,0.074,Winter,0
2022-12-27,21,0.11017,17504,302,1.348,0.074,Winter,0
2022-12-27,22,0.11017,16970,309,1.312,0.074,Winter,0
2022-12-27,23,0.11017,15975,304,1.235,0.074,Winter,0
2022-12-27,24,0.11017,15239,307,1.108,0.074,Winter,0
2022-12-28,1,0.11017,14418,302,0.981,0.074,Winter,0
2022-12-28,2,0.11017,14078,302,0.87,0.074,Winter,0
2022-12-28,3,0.11017,13776,302,0.8,0.074,Winter,0
2022-12-28,4,0.11017,13676,300,0.758,0.074,Winter,0
2022-12-28,5,0.11017,13818,299,0.742,0.074,Winter,0
2022-12-28,6,0.11017,14423,302,0.753,0.074,Winter,0
2022-12-28,7,0.11017,14974,303,0.774,0.151,Winter,0
2022-12-28,8,0.11017,15607,304,0.812,0.151,Winter,0
2022-12-28,9,0.11017,16250,305,0.869,0.151,Winter,0
2022-12-28,10,0.11017,16512,309,0.914,0.151,Winter,0
2022-12-28,11,0.11017,16476,309,0.956,0.102,Winter,0
2022-12-28,12,0.11017,16730,309,0.999,0.102,Winter,0
2022-12-28,13,0.11017,16768,308,0.992,0.102,Winter,0
2022-12-28,14,0.11017,16719,314,0.993,0.102,Winter,0
2022-12-28,15,0.11017,16540,314,0.989,0.102,Winter,0
2022-12-28,16,0.11017,16545,316,1.037,0.102,Winter,0
2022-12-28,17,0.11017,17097,315,1.101,0.151,Winter,0
2022-12-28,18,0.11017,17884,315,1.278,0.151,Winter,0
2022-12-28,19,0.11017,17511,316,1.287,0.074,Winter,0
2022-12-28,20,0.11017,17182,315,1.284,0.074,Winter,0
2022-12-28,21,0.11017,16948,316,1.291,0.074,Winter,0
2022-12-28,22,0.11017,16229,315,1.258,0.074,Winter,0
2022-12-28,23,0.11017,15528,316,1.167,0.074,Winter,0
2022-12-28,24,0.11017,14521,317,1.044,0.074,Winter,0
2022-12-29,1,0.11017,13812,318,0.917,0.074,Winter,0
2022-12-29,2,0.11017,13546,321,0.804,0.074,Winter,0
2022-12-29,3,0.11017,13284,319,0.742,0.074,Winter,0
2022-12-29,4,0.11017,13211,317,0.706,0.074,Winter,0
2022-12-29,5,0.11017,13195,314,0.697,0.074,Winter,0
2022-12-29,6,0.11017,13562,313,0.714,0.074,Winter,0
2022-12-29,7,0.11017,14240,314,0.738,0.151,Winter,0
2022-12-29,8,0.11017,15049,313,0.774,0.151,Winter,0
2022-12-29,9,0.11017,15489,313,0.825,0.151,Winter,0
2022-12-29,10,0.11017,15511,313,0.855,0.151,Winter,0
2022-12-29,11,0.11017,15314,307,0.873,0.102,Winter,0
2022-12-29,12,0.11017,15382,310,0.925,0.102,Winter,0
2022-12-29,13,0.11017,15588,307,0.927,0.102,Winter,0
2022-12-29,14,0.11017,15712,308,0.955,0.102,Winter,0
2022-12-29,15,0.11017,15926,312,0.979,0.102,Winter,0
2022-12-29,16,0.11017,16177,314,1.006,0.102,Winter,0
2022-12-29,17,0.11017,16741,313,1.09,0.151,Winter,0
2022-12-29,18,0.11017,17227,313,1.221,0.151,Winter,0
2022-12-29,19,0.11017,16744,310,1.222,0.074,Winter,0
2022-12-29,20,0.11017,16543,311,1.218,0.074,Winter,0
2022-12-29,21,0.11017,16135,317,1.227,0.074,Winter,0
2022-12-29,22,0.11017,15413,314,1.191,0.074,Winter,0
2022-12-29,23,0.11017,14724,313,1.126,0.074,Winter,0
2022-12-29,24,0.11017,13971,320,0.981,0.074,Winter,0
2022-12-30,1,0.11017,13233,318,0.86,0.074,Winter,0
2022-12-30,2,0.11017,12804,318,0.751,0.074,Winter,0
2022-12-30,3,0.11017,12572,317,0.682,0.074,Winter,0
2022-12-30,4,0.11017,12428,314,0.642,0.074,Winter,0
2022-12-30,5,0.11017,12471,316,0.622,0.074,Winter,0
2022-12-30,6,0.11017,12740,319,0.632,0.074,Winter,0
2022-12-30,7,0.11017,13429,319,0.658,0.151,Winter,0
2022-12-30,8,0.11017,14207,318,0.692,0.151,Winter,0
2022-12-30,9,0.11017,14694,320,0.766,0.151,Winter,0
2022-12-30,10,0.11017,15083,320,0.831,0.151,Winter,0
2022-12-30,11,0.11017,15512,317,0.889,0.102,Winter,0
2022-12-30,12,0.11017,15800,316,0.952,0.102,Winter,0
2022-12-30,13,0.11017,15784,318,0.991,0.102,Winter,0
2022-12-30,14,0.11017,15802,320,0.982,0.102,Winter,0
2022-12-30,15,0.11017,15639,327,0.988,0.102,Winter,0
2022-12-30,16,0.11017,15724,325,1.014,0.102,Winter,0
2022-12-30,17,0.11017,16232,327,1.101,0.151,Winter,0
2022-12-30,18,0.11017,16748,329,1.196,0.151,Winter,0
2022-12-30,19,0.11017,16364,328,1.198,0.074,Winter,0
2022-12-30,20,0.11017,16204,326,1.198,0.074,Winter,0
2022-12-30,21,0.11017,15911,327,1.191,0.074,Winter,0
2022-12-30,22,0.11017,15406,329,1.163,0.074,Winter,0
2022-12-30,23,0.11017,14888,330,1.089,0.074,Winter,0
2022-12-30,24,0.11017,14096,332,0.977,0.074,Winter,0
2022-12-31,1,0.11017,13540,327,0.86,0.074,Winter,1
2022-12-31,2,0.11017,12917,325,0.747,0.074,Winter,1
2022-12-31,3,0.11017,12641,319,0.673,0.074,Winter,1
2022-12-31,4,0.11017,12521,323,0.629,0.074,Winter,1
2022-12-31,5,0.11017,12474,324,0.599,0.074,Winter,1
2022-12-31,6,0.11017,12417,319,0.605,0.074,Winter,1
2022-12-31,7,0.11017,13051,317,0.621,0.074,Winter,1
2022-12-31,8,0.11017,13970,320,0.662,0.074,Winter,1
2022-12-31,9,0.11017,14673,325,0.754,0.074,Winter,1
2022-12-31,10,0.11017,15116,325,0.876,0.074,Winter,1
2022-12-31,11,0.11017,15654,323,0.996,0.074,Winter,1
2022-12-31,12,0.11017,16127,323,1.098,0.074,Winter,1
2022-12-31,13,0.11017,16257,321,1.154,0.074,Winter,1
2022-12-31,14,0.11017,16156,320,1.189,0.074,Winter,1
2022-12-31,15,0.11017,16229,318,1.203,0.074,Winter,1
2022-12-31,16,0.11017,16254,317,1.211,0.074,Winter,1
2022-12-31,17,0.11017,16743,318,1.285,0.074,Winter,1
2022-12-31,18,0.11017,16996,317,1.387,0.074,Winter,1
2022-12-31,19,0.11017,16381,315,1.36,0.074,Winter,1
2022-12-31,20,0.11017,15834,311,1.282,0.074,Winter,1
2022-12-31,21,0.11017,15465,314,1.212,0.074,Winter,1
2022-12-31,22,0.11017,15086,313,1.168,0.074,Winter,1
2022-12-31,23,0.11017,14453,314,1.044,0.074,Winter,1
2022-12-31,24,0.11017,13965,318,1.005,0.074,Winter,1
2023-01-01,1,0.10656,13514,318,0.927,0.074,Winter,1
2023-01-01,2,0.10656,13225,316,0.857,0.074,Winter,1
2023-01-01,3,0.10656,12726,316,0.782,0.074,Winter,1
2023-01-01,4,0.10656,12629,314,0.718,0.074,Winter,1
2023-01-01,5,0.10656,12625,316,0.676,0.074,Winter,1
2023-01-01,6,0.10656,12636,316,0.661,0.074,Winter,1
2023-01-01,7,0.10656,13051,315,0.663,0.074,Winter,1
2023-01-01,8,0.10656,13396,313,0.689,0.074,Winter,1
2023-01-01,9,0.10656,13773,313,0.738,0.074,Winter,1
2023-01-01,10,0.10656,14035,313,0.815,0.074,Winter,1
2023-01-01,11,0.10656,14381,311,0.921,0.074,Winter,1
2023-01-01,12,0.10656,14973,309,1.03,0.074,Winter,1
2023-01-01,13,0.10656,15298,309,1.141,0.074,Winter,1
2023-01-01,14,0.10656,15519,305,1.165,0.074,Winter,1
2023-01-01,15,0.10656,15690,304,1.17,0.074,Winter,1
2023-01-01,16,0.10656,15961,305,1.172,0.074,Winter,1
2023-01-01,17,0.10656,16131,305,1.199,0.074,Winter,1
2023-01-01,18,0.10656,16705,311,1.286,0.074,Winter,1
2023-01-01,19,0.10656,16251,312,1.284,0.074,Winter,1
2023-01-01,20,0.10656,15980,311,1.261,0.074,Winter,1
2023-01-01,21,0.10656,15559,310,1.245,0.074,Winter,1
2023-01-01,22,0.10656,15066,304,1.201,0.074,Winter,1
2023-01-01,23,0.10656,14337,305,1.114,0.074,Winter,1
2023-01-01,24,0.10656,13723,307,0.988,0.074,Winter,1
2023-01-02,1,0.10656,13207,311,0.875,0.074,Winter,0
2023-01-02,2,0.10656,12755,309,0.773,0.074,Winter,0
2023-01-02,3,0.10656,12724,309,0.698,0.074,Winter,0
2023-01-02,4,0.10656,12603,306,0.657,0.074,Winter,0
2023-01-02,5,0.10656,12634,309,0.646,0.074,Winter,0
2023-01-02,6,0.10656,13116,306,0.655,0.074,Winter,0
2023-01-02,7,0.10656,13894,307,0.669,0.151,Winter,0
2023-01-02,8,0.10656,14481,310,0.696,0.151,Winter,0
2023-01-02,9,0.10656,15073,311,0.748,0.151,Winter,0
2023-01-02,10,0.10656,15469,312,0.827,0.151,Winter,0
2023-01-02,11,0.10656,15821,314,0.905,0.102,Winter,0
2023-01-02,12,0.10656,15911,314,0.99,0.102,Winter,0
2023-01-02,13,0.10656,15724,314,1.047,0.102,Winter,0
2023-01-02,14,0.10656,15792,314,1.048,0.102,Winter,0
2023-01-02,15,0.10656,16215,317,1.047,0.102,Winter,0
2023-01-02,16,0.10656,16429,320,1.061,0.102,Winter,0
2023-01-02,17,0.10656,17131,320,1.148,0.151,Winter,0
2023-01-02,18,0.10656,17837,318,1.286,0.151,Winter,0
2023-01-02,19,0.10656,17493,317,1.292,0.074,Winter,0
2023-01-02,20,0.10656,17198,320,1.282,0.074,Winter,0
2023-01-02,21,0.10656,16845,320,1.278,0.074,Winter,0
2023-01-02,22,0.10656,16172,320,1.234,0.074,Winter,0
2023-01-02,23,0.10656,15365,323,1.145,0.074,Winter,0
2023-01-02,24,0.10656,14599,323,1.008,0.074,Winter,0
2023-01-03,1,0.10656,14212,323,0.875,0.074,Winter,0
2023-01-03,2,0.10656,13851,322,0.773,0.074,Winter,0
2023-01-03,3,0.10656,13512,325,0.709,0.074,Winter,0
2023-01-03,4,0.10656,13423,325,0.679,0.074,Winter,0
2023-01-03,5,0.10656,13607,323,0.669,0.074,Winter,0
2023-01-03,6,0.10656,14026,324,0.694,0.074,Winter,0
2023-01-03,7,0.10656,15140,321,0.722,0.151,Winter,0
2023-01-03,8,0.10656,16024,325,0.76,0.151,Winter,0
2023-01-03,9,0.10656,16590,323,0.804,0.151,Winter,0
2023-01-03,10,0.10656,16869,330,0.845,0.151,Winter,0
2023-01-03,11,0.10656,17526,329,0.891,0.102,Winter,0
2023-01-03,12,0.10656,17686,325,0.93,0.102,Winter,0
2023-01-03,13,0.10656,17506,326,0.96,0.102,Winter,0
2023-01-03,14,0.10656,17608,332,0.959,0.102,Winter,0
2023-01-03,15,0.10656,17741,334,0.967,0.102,Winter,0
2023-01-03,16,0.10656,17836,335,0.998,0.102,Winter,0
2023-01-03,17,0.10656,18219,334,1.104,0.151,Winter,0
2023-01-03,18,0.10656,18857,336,1.241,0.151,Winter,0
2023-01-03,19,0.10656,18325,338,1.252,0.074,Winter,0
2023-01-03,20,0.10656,18049,337,1.249,0.074,Winter,0
2023-01-03,21,0.10656,17631,338,1.249,0.074,Winter,0
2023-01-03,22,0.10656,16955,338,1.21,0.074,Winter,0
2023-01-03,23,0.10656,16143,335,1.115,0.074,Winter,0
2023-01-03,24,0.10656,15411,337,0.984,0.074,Winter,0
2023-01-04,1,0.10656,14802,334,0.857,0.074,Winter,0
2023-01-04,2,0.10656,14121,338,0.752,0.074,Winter,0
2023-01-04,3,0.10656,14024,335,0.689,0.074,Winter,0
2023-01-04,4,0.10656,13945,337,0.66,0.074,Winter,0
2023-01-04,5,0.10656,14000,337,0.659,0.074,Winter,0
2023-01-04,6,0.10656,14464,336,0.685,0.074,Winter,0
2023-01-04,7,0.10656,15370,334,0.719,0.151,Winter,0
2023-01-04,8,0.10656,16107,336,0.758,0.151,Winter,0
2023-01-04,9,0.10656,16820,336,0.806,0.151,Winter,0
2023-01-04,10,0.10656,17395,336,0.849,0.151,Winter,0
2023-01-04,11,0.10656,17666,336,0.896,0.102,Winter,0
2023-01-04,12,0.10656,18050,337,0.935,0.102,Winter,0
2023-01-04,13,0.10656,18051,336,0.978,0.102,Winter,0
2023-01-04,14,0.10656,18109,336,0.98,0.102,Winter,0
2023-01-04,15,0.10656,17945,337,0.982,0.102,Winter,0
2023-01-04,16,0.10656,18210,338,1.02,0.102,Winter,0
2023-01-04,17,0.10656,18671,336,1.122,0.151,Winter,0
2023-01-04,18,0.10656,19267,341,1.261,0.151,Winter,0
2023-01-04,19,0.10656,18694,341,1.271,0.074,Winter,0
2023-01-04,20,0.10656,18212,342,1.262,0.074,Winter,0
2023-01-04,21,0.10656,17778,346,1.255,0.074,Winter,0
2023-01-04,22,0.10656,17081,347,1.208,0.074,Winter,0
2023-01-04,23,0.10656,16445,345,1.108,0.074,Winter,0
2023-01-04,24,0.10656,15574,348,0.974,0.074,Winter,0
2023-01-05,1,0.10656,14756,348,0.855,0.074,Winter,0
2023-01-05,2,0.10656,14373,344,0.764,0.074,Winter,0
2023-01-05,3,0.10656,14129,343,0.708,0.074,Winter,0
2023-01-05,4,0.10656,14221,346,0.69,0.074,Winter,0
2023-01-05,5,0.10656,14436,345,0.629,0.074,Winter,0
